Sr. No.,State_Name_With_LGD_Code,District_Name_With_LGD_Code,Block_Name_With_LGD_Code,GP_Name_With_LGD_Code,Village,Site_Name,TYPE,SOURCE,Well_ID,Latitude,Longitude,Well_Depth (meters),Aquifer,Pre-monsoon_2015 (meters below ground level),Post-monsoon_2015 (meters below ground level),Pre-monsoon_2016 (meters below ground level),Post-monsoon_2016 (meters below ground level),Pre-monsoon_2017 (meters below ground level),Post-monsoon_2017 (meters below ground level),Pre-monsoon_2018 (meters below ground level),Post-monsoon_2018 (meters below ground level),Pre-monsoon_2019 (meters below ground level),Post-monsoon_2019 (meters below ground level),Pre-monsoon_2020 (meters below ground level),Post-monsoon_2020 (meters below ground level),Pre-monsoon_2021 (meters below ground level),Post-monsoon_2021 (meters below ground level),Pre-monsoon_2022 (meters below ground level),Post-monsoon_2022 (meters below ground level)
121,Gujarat_24,Gandhinagar_446,Gandhinagar_3775,,Koba,,Piezometer,SGWD,GNPZ-002,23.14,72.64,119.42,Confined I,66.3,65.7,69.1,67.3,70.4,65.2,69.5,67.0,73.85,69.4,74.3,72.8,81.7,78.9,82.5,80.4
122,Gujarat_24,Gandhinagar_446,Gandhinagar_3775,,Koteshwar,,Piezometer,SGWD,G_1_GNR_009,23.1,72.62,60.0,Unconfined,25.1,24.7,25.6,24.5,25.6,23.6,28.4,27.3,30.8,26.3,26.4,25.6,27.2,26.4,28.9,26.2
123,Gujarat_24,Gandhinagar_446,Gandhinagar_3775,Adraj Moti_158435,Adraj Moti,,Piezometer,SGWD,GNPZ-004,23.26,72.57,150.11,Confined I,114.35,112.9,117.3,115.0,119.9,116.0,121.6,118.2,125.4,119.3,123.3,118.75,123.8,121.3,128.8,126.1
124,Gujarat_24,Gandhinagar_446,Gandhinagar_3775,Isanpur Mota_158453,Isanpur Mota-I,,Piezometer,SGWD,GNDPZ-129,23.22,72.77,107.13,Confined I,92.79,92.64,92.84,93.14,93.64,93.79,94.49,92.39,93.29,86.89,95.99,93.79,93.69,90.59,92.89,92.79
125,Gujarat_24,Gandhinagar_446,Gandhinagar_3775,Isanpur Mota_158453,Isanpur Mota-Ii,,Piezometer,SGWD,GNPZ-005,23.22,72.77,147.0,Confined I,113.15,112.65,112.9,108.8,114.9,112.5,113.3,111.8,116.1,108.8,116.8,110.1,113.4,107.6,113.6,111.2
126,Gujarat_24,Gandhinagar_446,Gandhinagar_3775,Isanpur Mota_158453,Isanpur Mota-Iii,,Piezometer,SGWD,GNPZ-006,23.22,72.77,196.5,Confined II,113.1,112.75,113.95,109.1,115.3,112.4,114.6,111.4,115.8,108.2,115.8,109.3,114.1,107.7,113.9,109.8
127,Gujarat_24,Gandhinagar_446,Gandhinagar_3775,Magodi_158466,Magodi,,Piezometer,SGWD,HPII_GNR_004,23.2,72.77,83.0,Unconfined,59.15,58.7,58.75,58.65,58.65,57.7,58.8,58.4,59.05,58.2,61.2,59.1,59.5,59.0,60.1,59.3
128,Gujarat_24,Gandhinagar_446,Gandhinagar_3775,Medra_158468,Medra,Medra,Piezometer,SGWD,GNDPZ-130,23.12,72.70583,121.0,confined I,67.85,66.35,69.75,67.65,68.65,67.65,70.65,70.85,73.05,70.05,84.85,83.75,83.35,81.15,90.35,89.65
129,Gujarat_24,Gandhinagar_446,Gandhinagar_3775,Mubarakpura_158540,Mubarakpura,,Piezometer,SGWD,HPII_GNR_008,23.35,72.68,84.35,Unconfined,75.3,72.4,72.8,71.6,72.2,71.2,71.8,71.2,73.8,71.4,71.8,71.1,70.6,70.4,70.6,70.1
131,Gujarat_24,Gandhinagar_446,Gandhinagar_3775,Sardhav_158485,Sardhav,Sardhav,Piezometer,CGWB,W231750072342601,23.29722,72.57389,450.69,Confined III,115.78,111.76,117.53,122.91,118.46,113.6,117.5,118.54,110.83,106.3,122.94,136.98,122.98,120.16,123.27,118.78
134,Gujarat_24,Gandhinagar_446,Gandhinagar_3775,Unava_158495,Unava,,Piezometer,SGWD,GNDPZ-132,23.33,72.66,118.25,Confined I,89.05,88.05,88.6,87.85,88.1,87.6,88.8,87.3,88.6,86.45,89.0,88.3,88.8,85.7,86.5,84.2
135,Gujarat_24,Gandhinagar_446,Gandhinagar_3775,Valad_158498,Valad,,Piezometer,SGWD,HPII_GNR_006,23.14,72.69,88.0,Unconfined,65.55,65.25,65.65,65.4,65.75,65.0,68.3,67.5,69.4,69.1,78.2,77.7,78.7,78.4,79.7,78.0
136,Gujarat_24,Gandhinagar_446,Kalol_3773,Bhoyan Moti_158514,Bhoyan Moti,,Piezometer,SGWD,HPII_GNR_007,23.16,72.45,238.7,Confined II,115.7,111.2,120.7,109.6,120.1,110.8,121.7,111.3,127.2,105.1,124.6,111.6,120.9,111.0,121.5,120.7
137,Gujarat_24,Gandhinagar_446,Kalol_3773,Chhatral_158518,Chhatral,,Piezometer,SGWD,MSHPZ-269,23.27,72.45,186.11,Confined II,115.1,109.4,117.25,106.55,120.2,110.4,117.5,111.5,120.4,106.2,125.9,119.9,131.4,119.9,129.4,123.5
138,Gujarat_24,Gandhinagar_446,Kalol_3773,Dingucha_158524,Dingucha-I,,Piezometer,SGWD,G_1_GNR_010,23.33,72.51,146.29,Confined I,118.2,117.4,117.95,117.0,117.5,117.0,118.6,113.2,118.8,116.65,119.4,116.1,117.7,112.7,121.0,118.5
139,Gujarat_24,Gandhinagar_446,Kalol_3773,Dingucha_158524,Dingucha-Ii,,Piezometer,SGWD,G_1_GNR_011,23.33,72.51,240.0,Confined II,144.8,138.5,150.6,136.0,152.7,143.5,157.3,149.9,158.3,138.5,155.9,140.1,157.6,141.8,156.3,151.4
141,Gujarat_24,Gandhinagar_446,Kalol_3773,Nasmed_158545,Nasmed(Dabhla),Nasmed(Dabhla),Piezometer,SGWD,G_1_GNR_013,23.09861,72.41639,120.0,Confined I,39.1,37.7,39.8,35.7,39.3,33.3,38.2,34.7,40.4,33.5,86.8,77.35,85.9,78.9,88.8,81.5
143,Gujarat_24,Gandhinagar_446,Kalol_3773,Rancharada_158556,Rancharada,Rancharada,Piezometer,SGWD,MSHPZ-268,23.07139,72.44,239.92,Confined II,114.15,107.5,116.2,109.9,120.8,112.1,120.8,111.7,117.2,96.4,132.6,115.1,125.0,119.5,123.6,121.2
144,Gujarat_24,Gandhinagar_446,Mansa_3774,,Mansa (M),Mansa,Piezometer,CGWB,W232523072395401,23.42306,72.665,300.0,Confined III,111.0,116.75,118.31,118.19,119.56,114.81,119.44,119.19,124.06,119.25,180.36,121.82,119.88,120.55,126.45,126.03
145,Gujarat_24,Gandhinagar_446,Mansa_3774,Aluva_158507,Aluva,,Piezometer,SGWD,MSHPZ-222,23.36,72.71,120.0,Confined I,94.05,90.25,92.75,91.1,94.3,90.0,92.1,91.6,97.8,90.05,97.75,93.1,96.5,89.1,98.9,94.0
146,Gujarat_24,Gandhinagar_446,Mansa_3774,Bilodra_244406,Bilodra,,Piezometer,SGWD,HPII_GNR_010,23.53,72.65,86.9,Unconfined,65.95,65.25,66.7,66.6,67.4,65.5,68.2,67.5,68.9,68.2,78.8,78.6,80.2,77.6,78.1,77.3
147,Gujarat_24,Gandhinagar_446,Mansa_3774,Charada_244409,Charada,Charada_Pz_I,Piezometer,CGWB,W232854072390602,23.48167,72.65167,174.0,Confined I,99.06,94.75,99.56,100.63,100.75,98.0,101.56,100.56,96.38,101.94,102.4,117.53,101.78,101.84,101.75,98.28
148,Gujarat_24,Gandhinagar_446,Mansa_3774,Charada_244409,Charada,Charada,Piezometer,CGWB,W232854072390601,23.48167,72.65167,252.4,Confined II,185.34,178.37,185.72,169.81,194.6,194.42,190.36,185.94,178.87,188.98,194.08,194.28,195.41,191.73,195.72,192.17
149,Gujarat_24,Gandhinagar_446,Mansa_3774,Delvad_244410,Delvad,,Piezometer,SGWD,HPII_GNR_011,23.39,72.72,88.15,Unconfined,51.9,50.55,51.9,51.2,52.65,52.0,52.6,50.7,57.8,60.7,81.1,80.8,82.0,80.2,81.2,79.3
150,Gujarat_24,Gandhinagar_446,Mansa_3774,Kharna_244420,Kharna-I,,Piezometer,SGWD,MSHPZ-237,23.45,72.59,119.0,Confined I,101.2,100.25,99.9,98.45,98.85,97.8,105.2,100.2,101.5,98.6,99.8,97.9,99.1,99.0,101.0,100.2
151,Gujarat_24,Gandhinagar_446,Mansa_3774,Kharna_244420,Kharna-Iii,,Piezometer,SGWD,MSHPZ-239,23.45,72.59,193.0,Confined II,157.35,150.55,161.9,150.25,161.3,149.5,162.5,162.0,166.8,148.65,167.5,148.3,168.2,147.8,163.5,161.1
152,Gujarat_24,Gandhinagar_446,Mansa_3774,Limbodara_158538,Limbodara,,Piezometer,SGWD,G_1_GNR_012,23.38,72.68,136.0,Confined I,79.05,78.3,78.65,78.4,79.2,78.7,79.8,77.4,79.25,77.1,79.95,79.1,80.3,78.4,79.9,79.2
153,Gujarat_24,Gandhinagar_446,Mansa_3774,Lodra_244423,Lodra,Lodra,Piezometer,SGWD,SSGNPZ-011,23.46389,72.72028,57.8,Unconfined,51.9,51.45,51.9,51.8,52.2,51.8,53.2,52.1,53.7,52.4,52.4,49.1,54.2,52.0,52.4,52.4
155,Gujarat_24,Gandhinagar_446,Mansa_3774,Pundhara_244432,Pundhara-I,,Piezometer,SGWD,G_1_GNR_014,23.48,72.74,100.0,Confined I,72.05,71.95,71.95,71.8,72.65,71.0,72.5,71.7,72.8,71.45,73.2,72.7,72.8,71.3,73.2,73.1
156,Gujarat_24,Gandhinagar_446,Mansa_3774,Pundhara_244432,Pundhara-Ii,,Piezometer,SGWD,G_1_GNR_015,23.48,72.74,180.0,Confined II,142.1,140.7,141.45,138.2,143.15,135.2,144.2,137.3,144.85,135.05,144.7,133.7,143.3,135.1,144.3,144.1
157,Gujarat_24,Gandhinagar_446,Mansa_3774,Rangpur_ 244433,Rangpur-Ii,,Piezometer,SGWD,MSHPZ-256,23.4616,72.76116,150.0,Confined II,112.25,109.7,110.35,102.5,110.2,109.4,113.9,110.7,112.1,109.5,115.4,109.6,110.9,106.2,110.5,109.2
158,Gujarat_24,Gandhinagar_446,Mansa_3774,Rangpur_ 244433,Rangpur-I,,Piezometer,SGWD,MSHPZ-240,23.46159,72.76116,104.1,Confined I,37.7,36.7,37.8,37.5,38.7,37.6,39.3,37.7,39.1,37.1,38.4,37.7,38.3,37.9,38.5,38.0
159,Gujarat_24,Gandhinagar_446,Mansa_3774,Samou_238436,Samou,Samou,Piezometer,SGWD,SSGNPZ-016,23.47028,72.58806,59.95,Unconfined,56.65,51.1,53.2,47.2,56.3,55.0,56.8,54.2,55.1,56.2,52.6,56.3,56.6,56.6,56.7,50.9
160,Gujarat_24,Kachchh_449,Anjar_3725,,Bhimasar,Bhimasar,Dug Well,SGWD,KC-20,23.18111,70.16139,16.0,Unconfined,15.15,13.65,13.85,10.1,14.35,13.8,14.4,14.0,14.5,4.1,15.4,4.95,15.4,5.15,15.6,4.15
161,Gujarat_24,Kachchh_449,Anjar_3725,,Chandrani,Chandrani,Piezometer,SGWD,G_1_KCH_001,23.29306,70.0375,89.96,Unconfined,57.45,55.83,57.65,55.85,56.1,55.9,56.28,55.98,57.68,56.68,58.65,57.65,84.7,83.13,83.2,82.9
162,Gujarat_24,Kachchh_449,Anjar_3725,,Mathak,Mathak,Dug Well,SGWD,KC-23,22.99639,70.02556,12.2,Unconfined,4.9,4.55,4.8,4.65,4.75,4.4,5.25,4.75,6.15,4.7,6.5,5.05,7.1,5.45,7.2,4.95
163,Gujarat_24,Kachchh_449,Anjar_3725,,Satapar,Satapar,Dug Cum Bore Well,SGWD,KC-27,23.16806,70.04417,18.4,Unconfined,7.15,5.8,14.0,6.1,7.5,6.9,7.6,7.05,9.0,8.9,9.2,8.8,9.3,8.95,9.15,8.35
165,Gujarat_24,Kachchh_449,Anjar_3725,,Vira,Vira,Dug Well,SGWD,KC-24,22.94417,69.99556,8.8,Unconfined,7.05,6.1,7.15,4.3,6.6,6.2,6.7,6.4,7.4,6.6,8.05,6.95,8.1,6.65,8.2,6.35
167,Gujarat_24,Kachchh_449,Anjar_3725,Dhamadka_160150,Dhamadka,,Piezometer,SGWD,G_1_KCH_002,23.31,70.18,89.3,Unconfined,55.85,54.28,55.95,54.18,55.73,54.4,55.63,54.53,56.18,55.13,56.9,56.8,71.1,67.73,68.8,68.2
168,Gujarat_24,Kachchh_449,Anjar_3725,Khedoi_160154,Khedoi,Khedoi,Piezometer,SGWD,G_1_KCH_003,23.06389,69.91861,90.0,Unconfined,62.55,61.18,62.85,61.28,62.73,61.6,62.68,61.68,64.03,62.78,64.75,63.65,64.55,62.98,64.1,63.4
169,Gujarat_24,Kachchh_449,Anjar_3725,Navagam_160170,Navagam,,Piezometer,SGWD,HP II KCH 003,23.31752,70.06832,90.0,Unconfined,68.05,66.9,68.55,66.95,67.7,67.15,67.95,67.35,69.35,68.1,70.05,68.95,82.25,80.95,82.1,81.8
170,Gujarat_24,Kachchh_449,Bhachau_3724,,Bharudia,Bharudia,Piezometer,SGWD,G_1_KCH_006,23.56667,70.4175,60.0,Unconfined,7.03,6.33,6.88,6.18,13.98,6.45,13.58,6.13,13.63,1.43,14.1,2.4,33.1,34.93,36.9,36.4
171,Gujarat_24,Kachchh_449,Bhachau_3724,,Kalyanpar,Kalyanpar,Piezometer,SGWD,HPII_KCH_006,23.84611,70.26806,33.5,Unconfined,8.45,6.85,8.95,6.95,8.25,6.8,8.3,6.95,8.65,8.25,9.45,9.15,9.05,3.85,8.0,6.15
172,Gujarat_24,Kachchh_449,Bhachau_3724,,Katariya,Katariya,Dug Well,SGWD,KC-17,23.27222,70.58167,11.9,Unconfined,7.95,7.65,8.25,7.75,8.0,7.6,8.15,7.85,9.05,7.9,9.45,8.05,9.5,7.9,9.55,8.65
173,Gujarat_24,Kachchh_449,Bhachau_3724,,Lakadiya,Lakadiya,Piezometer,SGWD,G_1_KCH_010,23.35333,70.56167,56.0,Unconfined,12.75,11.28,12.85,11.38,12.58,11.55,11.98,11.73,12.78,12.03,13.7,12.85,10.7,9.38,12.8,12.1
174,Gujarat_24,Kachchh_449,Bhachau_3724,,Lakadiya,Lakadiya,Dug Well,SGWD,KC-16,23.33,70.555,28.0,Unconfined,12.65,11.15,13.05,9.1,12.95,12.4,13.35,12.85,13.9,11.25,9.45,8.05,14.15,11.05,14.2,11.15
175,Gujarat_24,Kachchh_449,Bhachau_3724,,Samkhiyali,Samkhiyali,Piezometer,SGWD,SHP/191,23.305,70.51139,58.27,Unconfined,5.95,4.61,5.85,4.51,5.61,4.01,5.51,4.21,5.61,3.31,5.05,4.35,5.8,3.71,5.6,2.9
176,Gujarat_24,Kachchh_449,Bhachau_3724,,Vijpasar,Vijpasar,Piezometer,SGWD,HPII_KCH_008,23.34,70.43056,60.0,Unconfined,3.3,2.15,3.4,2.1,3.35,2.3,3.3,2.5,4.7,3.1,5.15,4.0,4.3,3.1,4.1,2.3
177,Gujarat_24,Kachchh_449,Bhachau_3724,Kharoi_160218,Kharoi,,Piezometer,SGWD,HP II KCH 007,23.46,70.36,90.0,Unconfined,5.95,4.45,6.05,4.5,5.95,5.15,5.9,5.35,6.35,6.05,7.45,6.95,4.5,5.3,6.5,3.05
179,Gujarat_24,Kachchh_449,Bhuj_3726,,Bhuj,,Piezometer,SGWD,G_1_KCH_015,23.24,69.68,88.8,Unconfined,29.9,28.63,29.95,28.78,29.18,29.15,29.83,29.68,31.03,28.83,31.9,31.75,32.65,31.13,33.2,32.15
180,Gujarat_24,Kachchh_449,Bhuj_3726,,Paddhar,,Piezometer,SGWD,HP II KCH 011,23.25,69.83,120.0,Unconfined,79.9,78.6,79.95,78.65,79.5,78.6,79.65,78.9,88.45,86.75,89.35,87.65,100.35,99.05,100.5,99.1
181,Gujarat_24,Kachchh_449,Bhuj_3726,,Baukho (Odhejava ),Baukho (Odhejava ),Piezometer,SGWD,G_1_KCH_012,23.31472,69.59944,75.75,Unconfined,3.45,2.13,3.6,2.23,3.28,2.4,3.38,2.43,4.18,2.13,5.05,3.15,5.15,3.78,6.55,6.15
182,Gujarat_24,Kachchh_449,Bhuj_3726,,Bhagadio,Bhagadio,Piezometer,SGWD,G_1_KCH_013,23.63972,69.40611,30.0,Unconfined,6.75,5.28,6.85,5.38,6.68,5.55,6.73,5.68,7.38,5.83,8.25,6.6,4.05,2.78,5.25,4.15
183,Gujarat_24,Kachchh_449,Bhuj_3726,,Dhrang,Dhrang,Piezometer,SGWD,G_1_KCH_016,23.38472,69.84083,64.86,Unconfined,6.05,4.58,6.15,4.38,5.78,4.9,5.88,5.03,6.58,5.43,7.45,6.2,6.35,5.03,6.1,5.9
184,Gujarat_24,Kachchh_449,Bhuj_3726,,Gorevali,Gorevali,Piezometer,SGWD,HPII_KCH_009,23.75194,69.51,30.0,Unconfined,7.45,6.25,7.55,6.2,7.4,6.5,7.35,6.65,7.7,6.4,8.15,6.2,7.05,5.3,7.1,6.1
185,Gujarat_24,Kachchh_449,Bhuj_3726,,Kanaiyabe,Kanaiyabe,Piezometer,SGWD,G_1_KCH_020,23.28306,69.98361,90.0,Unconfined,35.65,34.18,35.75,34.58,35.33,34.6,35.68,34.73,36.98,35.43,37.9,37.8,51.15,49.78,50.1,32.5
186,Gujarat_24,Kachchh_449,Bhuj_3726,,Khavda,Khavda,Dug Well,SGWD,KC-30,23.84056,69.72778,12.2,Unconfined,7.05,6.35,7.45,6.6,6.45,5.9,7.0,6.4,7.85,9.1,9.1,6.1,9.45,6.05,9.6,7.1
187,Gujarat_24,Kachchh_449,Bhuj_3726,,Kuneriya (Rudramata),Kuneriya (Rudramata),Piezometer,SGWD,G_1_KCH_028,23.39806,69.715,89.48,Unconfined,17.55,16.18,17.65,16.38,17.18,16.5,17.48,16.63,18.08,16.63,18.7,16.45,17.2,15.83,17.1,16.15
188,Gujarat_24,Kachchh_449,Bhuj_3726,,Luna,Luna,Piezometer,SGWD,G_1_KCH_025,23.69722,69.26278,30.0,Unconfined,4.1,2.88,4.2,2.98,3.98,3.2,4.03,3.28,4.58,4.23,5.55,5.1,3.5,2.18,5.2,3.9
189,Gujarat_24,Kachchh_449,Bhuj_3726,,Saraspar,Saraspar,Piezometer,SGWD,G_1_KCH_031,23.34333,69.725,44.99,Unconfined,10.6,9.23,10.75,9.38,10.73,9.6,10.83,9.78,11.78,11.23,12.7,12.2,12.8,11.23,13.3,10.4
190,Gujarat_24,Kachchh_449,Bhuj_3726,,Vinchhiya,Vinchhiya,Piezometer,SGWD,G_1_KCH_026,23.30706,69.47191,90.0,Unconfined,13.05,11.88,13.15,11.83,12.83,12.05,13.03,12.28,14.18,12.88,14.85,14.8,23.15,21.58,23.65,21.6
191,Gujarat_24,Kachchh_449,Bhuj_3726,Bharapara_245923,Bharapar,Bharapar,Dug Cum Bore Well,SGWD,KC-33,23.13731,69.63933,76.7,Unconfined,12.95,11.35,16.0,11.45,12.25,11.6,12.35,11.9,13.0,9.0,14.3,10.05,14.5,10.1,14.7,11.2
192,Gujarat_24,Kachchh_449,Bhuj_3726,Bharasara_245924,Bharasar,,Piezometer,SGWD,G_1_KCH_034,23.18,69.57,87.0,Unconfined,62.75,61.38,62.85,61.48,62.08,61.7,62.38,61.83,63.28,62.33,64.05,63.25,77.9,76.53,78.1,76.2
193,Gujarat_24,Kachchh_449,Bhuj_3726,Javaharnagar_245940,Jawahar Nagar,Jawahar Nagar,Piezometer,SGWD,SHP/192,23.36861,70.0,52.03,Unconfined,21.45,19.96,21.65,19.91,21.16,19.86,21.41,20.41,21.86,19.16,21.9,21.4,27.1,24.21,28.3,27.25
195,Gujarat_24,Kachchh_449,Bhuj_3726,Kodki_160244,Kodki,,Piezometer,SGWD,G_1_KCH_021,23.25252,69.55263,89.88,Unconfined,25.75,24.33,25.8,24.43,25.63,24.75,25.83,24.83,26.98,25.88,27.85,27.8,30.1,28.38,29.4,28.85
196,Gujarat_24,Kachchh_449,Bhuj_3726,Kotda Ugamna_245890,Chakar,,Piezometer,SGWD,HP II KCH 004,23.08439,69.74527,88.9,Unconfined,57.85,56.6,57.95,56.55,56.9,56.6,57.05,56.9,57.85,57.25,58.65,58.18,66.35,65.05,67.2,66.4
197,Gujarat_24,Kachchh_449,Bhuj_3726,Lodai_160250,Lodai,Lodai,Dug Well,SGWD,KC-28,23.39389,69.89833,19.2,Unconfined,18.05,16.4,18.35,8.9,17.95,17.15,18.0,17.7,18.4,15.3,18.85,15.5,18.9,15.85,19.0,16.65
198,Gujarat_24,Kachchh_449,Bhuj_3726,Nadapa_160260,Nadapa,,Piezometer,SGWD,G_1_KCH_027,23.32,69.9,90.0,Unconfined,48.75,47.43,48.95,47.58,48.88,47.8,49.08,47.83,50.58,48.33,51.45,48.7,47.85,46.33,47.6,46.1
199,Gujarat_24,Kachchh_449,Bhuj_3726,Naranpar Pasayati_160263,Naranpar (P),,Piezometer,SGWD,HP II KCH 010,23.11252,69.57956,120.0,Unconfined,66.1,64.95,66.5,65.0,66.3,65.55,66.45,65.95,68.1,67.65,69.05,68.55,70.25,68.9,70.4,66.2
200,Gujarat_24,Kachchh_449,Bhuj_3726,Raydhanpar_160270,Raydhanpar,,Piezometer,SGWD,SHP/II/27,23.3,69.75,120.0,Unconfined,61.85,60.76,62.05,60.81,61.51,60.91,61.66,61.21,63.36,62.46,64.1,63.05,64.7,63.36,65.2,64.4
201,Gujarat_24,Kachchh_449,Bhuj_3726,Sedata_160274,Sedata,Sedat,Dug Well,CGWB,W231017069381501,23.17139,69.6375,17.2,Unconfined,13.0,12.42,10.9,12.28,12.8,11.85,10.77,11.25,11.68,8.69,11.43,11.2,8.8,10.8,11.75,11.28
202,Gujarat_24,Kachchh_449,Bhuj_3726,Sukhpar_160277,Sukhpar,Sukhpar,Dug Well,CGWB,W231230069370001,23.20833,69.61667,22.1,Unconfined,15.3,13.05,12.43,14.46,15.75,13.8,14.1,14.6,16.58,12.87,15.28,12.15,13.1,11.08,13.95,13.15
203,Gujarat_24,Kachchh_449,Bhuj_3726,Vadva_160282,Vadva,,Piezometer,SGWD,G_1_KCH_032,23.16,69.79,30.0,Unconfined,16.05,14.83,16.1,14.88,16.03,15.45,16.28,15.68,16.98,16.23,17.9,17.15,19.9,18.28,20.35,14.5
204,Gujarat_24,Kachchh_449,Bhuj_3726,Varli_160284,Varli,,Piezometer,SGWD,G_1_KCH_033,23.1,69.8,86.5,Unconfined,58.7,57.28,58.9,57.23,58.28,57.65,58.58,57.78,59.38,58.98,60.25,59.85,60.35,58.98,60.7,60.1
205,Gujarat_24,Kachchh_449,Bhuj_3726,Zinkadi_245902,Jikadi,Jikadi,Piezometer,SGWD,G_1_KCH_019,23.34194,69.80528,60.43,Unconfined,19.05,17.68,19.15,17.78,18.83,17.95,18.98,18.13,20.58,19.73,21.6,21.5,32.5,31.08,40.0,38.85
206,Gujarat_24,Kachchh_449,Bhuj_3726,,Samatra,,Piezometer,SGWD,G_1_KCH_030,23.19679,69.49677,90.0,Unconfined,38.05,36.68,38.25,36.88,37.33,37.15,37.73,37.23,39.28,38.33,40.15,38.2,40.2,38.58,40.1,37.45
207,Gujarat_24,Kachchh_449,Mandvi_3729,,Rajda,,Piezometer,SGWD,G_1_KCH_041,22.96,69.3,114.0,Unconfined,19.6,18.23,19.5,18.18,19.03,18.5,19.28,18.98,20.58,19.28,21.45,20.2,20.55,19.28,20.5,18.3
209,Gujarat_24,Kachchh_449,Mandvi_3729,,Dhokda,Dhokda,Piezometer,SGWD,G_1_KCH_036,22.97472,69.36361,54.48,Unconfined,13.05,11.78,13.1,11.88,12.98,12.05,13.08,12.98,14.28,13.03,15.05,14.0,19.2,17.88,19.1,17.6
210,Gujarat_24,Kachchh_449,Mandvi_3729,,Kotdi,Kotdi,Piezometer,SGWD,G_1_KCH_038,23.0475,69.18583,30.0,Unconfined,6.4,5.13,6.6,5.23,6.03,5.65,6.18,5.98,6.88,5.58,7.6,6.45,5.5,4.08,5.4,4.85
211,Gujarat_24,Kachchh_449,Mandvi_3729,,Sirva,Sirva,Piezometer,SGWD,HPII_KCH_019,22.85972,69.28722,70.0,Unconfined,37.1,35.8,37.2,35.65,37.3,36.15,37.45,36.15,37.65,36.05,37.95,36.15,28.05,28.6,30.6,28.8
212,Gujarat_24,Kachchh_449,Mandvi_3729,,Undoth Moti,Undoth Moti,Piezometer,SGWD,G_1_KCH_043,22.99611,69.20694,90.0,Unconfined,3.95,2.48,4.15,2.63,3.98,3.05,4.08,3.83,4.98,4.78,6.1,5.65,6.3,4.63,6.2,5.3
214,Gujarat_24,Kachchh_449,Mandvi_3729,Mau Moti_160361,Mau Moti,,Piezometer,SGWD,G_1_KCH_039,23.11,69.3,120.0,Unconfined,83.9,82.38,83.95,82.48,83.58,82.65,83.88,83.38,85.18,83.58,86.1,84.5,88.75,87.38,88.6,87.55
216,Gujarat_24,Kachchh_449,Mandvi_3729,Nani Khakhar_160368,Nanikhakhar,,Piezometer,SGWD,SHP/II/29,22.89,69.52,140.0,Unconfined,85.55,84.61,85.75,84.76,85.41,84.81,85.61,85.01,88.46,87.36,88.95,87.95,88.85,87.41,88.7,75.2
217,Gujarat_24,Kachchh_449,Mandvi_3729,Rampar_160375,Rampar (V) - Ii,,Piezometer,SGWD,SHP/195,23.08999,69.4708,88.28,Unconfined,64.85,63.66,65.55,63.61,65.51,64.66,65.46,64.81,66.41,65.01,66.35,65.95,66.55,65.01,75.7,73.9
218,Gujarat_24,Kachchh_449,Mandvi_3729,Rampar_160375,Rampar (V) - Iii,,Piezometer,SGWD,SHP/194,23.08899,69.4707,58.61,Unconfined,40.05,38.81,40.5,38.86,40.41,39.11,40.26,39.51,40.76,38.91,41.05,39.9,42.65,40.16,40.35,39.2
219,Gujarat_24,Kachchh_449,Mandvi_3729,Rampar_160375,Rampar (V) - I,,Piezometer,SGWD,SHP/196,23.08979,69.4706,118.0,Unconfined,63.55,61.37,64.45,62.42,64.37,63.92,64.42,63.02,66.07,64.07,66.05,65.0,72.6,70.92,74.5,72.4
220,Gujarat_24,Kachchh_449,Mandvi_3729,Sabhrai Moti_160378,Sambharai Moti,Sambharai Moti,Piezometer,SGWD,HPII_KCH_017,23.015,69.11417,83.0,Unconfined,23.9,22.3,23.95,22.48,23.58,22.68,23.68,23.38,23.98,22.73,24.25,23.4,29.25,28.03,29.6,21.2
221,Gujarat_24,Kachchh_449,Mandvi_3729,Sherdi_160379,Sherdi,Sherdi,Piezometer,SGWD,HPII_KCH_018,23.02611,69.34472,60.0,Unconfined,7.4,5.35,7.5,5.5,6.6,5.55,6.65,6.45,7.05,6.1,7.5,6.8,7.6,6.1,7.7,2.9
222,Gujarat_24,Kachchh_449,Mandvi_3729,Virani Nani_245762,Nabhai,,Piezometer,SGWD,G_1_KCH_040,23.14,69.4,36.2,Unconfined,12.95,11.53,12.9,11.73,12.43,12.1,12.63,12.18,13.08,11.83,14.05,11.85,11.35,10.03,11.5,7.1
223,Gujarat_24,Kachchh_449,Mandvi_3729,,Kojachora,Kojachora,Dug Well,SGWD,KC-44,23.01067,69.45085,23.4,Unconfined,8.25,7.25,8.65,7.3,8.3,7.6,8.35,8.15,9.2,9.6,9.6,7.9,9.7,8.1,9.8,8.4
224,Gujarat_24,Kachchh_449,Nakhatrana_3727,Bhitara_160436,Jarjok,Jarjok,Piezometer,SGWD,G_1_KCH_047,23.12806,69.22972,90.0,Unconfined,35.55,33.98,36.65,35.15,36.28,34.8,36.63,35.23,38.28,37.38,39.15,38.35,50.45,49.03,50.5,50.1
225,Gujarat_24,Kachchh_449,Nakhatrana_3727,Kharadiya_160455,Kharadiya,Kharadiya,Piezometer,SGWD,G_1_KCH_048,23.48972,69.42917,56.25,Unconfined,18.05,16.78,18.1,17.95,18.18,17.25,18.28,17.38,19.38,18.08,20.25,20.2,24.3,22.98,26.1,25.8
